"REF_DATE","GEO","DGUID","Income percentiles","Age group","Tax and transfer type","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2000","Manitoba","2016A000246","Percentile 6 to 10 income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Total number of filers","Persons","249","units","0","v121236498","10.3.1.1.1","40275","","","","0"
"2001","Manitoba","2016A000246","Percentile 6 to 10 income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Total number of filers","Persons","249","units","0","v121236498","10.3.1.1.1","40335","","","","0"
"2002","Manitoba","2016A000246","Percentile 6 to 10 income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Total number of filers","Persons","249","units","0","v121236498","10.3.1.1.1","40365","","","","0"
"2003","Manitoba","2016A000246","Percentile 6 to 10 income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Total number of filers","Persons","249","units","0","v121236498","10.3.1.1.1","40785","","","","0"
"2004","Manitoba","2016A000246","Percentile 6 to 10 income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Total number of filers","Persons","249","units","0","v121236498","10.3.1.1.1","40385","","","","0"
"2005","Manitoba","2016A000246","Percentile 6 to 10 income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Total number of filers","Persons","249","units","0","v121236498","10.3.1.1.1","40825","","","","0"
"2006","Manitoba","2016A000246","Percentile 6 to 10 income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Total number of filers","Persons","249","units","0","v121236498","10.3.1.1.1","41780","","","","0"
"2007","Manitoba","2016A000246","Percentile 6 to 10 income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Total number of filers","Persons","249","units","0","v121236498","10.3.1.1.1","42745","","","","0"
"2008","Manitoba","2016A000246","Percentile 6 to 10 income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Total number of filers","Persons","249","units","0","v121236498","10.3.1.1.1","41265","","","","0"
"2009","Manitoba","2016A000246","Percentile 6 to 10 income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Total number of filers","Persons","249","units","0","v121236498","10.3.1.1.1","42115","","","","0"
"2010","Manitoba","2016A000246","Percentile 6 to 10 income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Total number of filers","Persons","249","units","0","v121236498","10.3.1.1.1","43825","","","","0"
"2011","Manitoba","2016A000246","Percentile 6 to 10 income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Total number of filers","Persons","249","units","0","v121236498","10.3.1.1.1","46065","","","","0"
"2012","Manitoba","2016A000246","Percentile 6 to 10 income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Total number of filers","Persons","249","units","0","v121236498","10.3.1.1.1","46530","","","","0"
"2013","Manitoba","2016A000246","Percentile 6 to 10 income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Total number of filers","Persons","249","units","0","v121236498","10.3.1.1.1","46615","","","","0"
"2014","Manitoba","2016A000246","Percentile 6 to 10 income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Total number of filers","Persons","249","units","0","v121236498","10.3.1.1.1","49145","","","","0"
"2015","Manitoba","2016A000246","Percentile 6 to 10 income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Total number of filers","Persons","249","units","0","v121236498","10.3.1.1.1","48725","","","","0"
"2016","Manitoba","2016A000246","Percentile 6 to 10 income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Total number of filers","Persons","249","units","0","v121236498","10.3.1.1.1","49095","","","","0"
"2017","Manitoba","2016A000246","Percentile 6 to 10 income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Total number of filers","Persons","249","units","0","v121236498","10.3.1.1.1","50795","","","","0"
"2018","Manitoba","2016A000246","Percentile 6 to 10 income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Total number of filers","Persons","249","units","0","v121236498","10.3.1.1.1","54115","","","","0"
"2019","Manitoba","2016A000246","Percentile 6 to 10 income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Total number of filers","Persons","249","units","0","v121236498","10.3.1.1.1","55660","","","","0"
"2020","Manitoba","2016A000246","Percentile 6 to 10 income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Total number of filers","Persons","249","units","0","v121236498","10.3.1.1.1","55115","","","","0"
"2021","Manitoba","2016A000246","Percentile 6 to 10 income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Total number of filers","Persons","249","units","0","v121236498","10.3.1.1.1","54430","","","","0"
"1992","Manitoba","2016A000246","Percentile 6 to 10 income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Aggregate taxes / transfers","Dollars","81","units","0","v121236499","10.3.1.1.2","1979100","","","","0"
"1993","Manitoba","2016A000246","Percentile 6 to 10 income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Aggregate taxes / transfers","Dollars","81","units","0","v121236499","10.3.1.1.2","1703900","","","","0"
"1994","Manitoba","2016A000246","Percentile 6 to 10 income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Aggregate taxes / transfers","Dollars","81","units","0","v121236499","10.3.1.1.2","1858400","","","","0"
"1995","Manitoba","2016A000246","Percentile 6 to 10 income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Aggregate taxes / transfers","Dollars","81","units","0","v121236499","10.3.1.1.2","1628300","","","","0"
"1996","Manitoba","2016A000246","Percentile 6 to 10 income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Aggregate taxes / transfers","Dollars","81","units","0","v121236499","10.3.1.1.2","1708600","","","","0"
"1997","Manitoba","2016A000246","Percentile 6 to 10 income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Aggregate taxes / transfers","Dollars","81","units","0","v121236499","10.3.1.1.2","2015200","","","","0"
"1998","Manitoba","2016A000246","Percentile 6 to 10 income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Aggregate taxes / transfers","Dollars","81","units","0","v121236499","10.3.1.1.2","2003300","","","","0"
"1999","Manitoba","2016A000246","Percentile 6 to 10 income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Aggregate taxes / transfers","Dollars","81","units","0","v121236499","10.3.1.1.2","1383800","","","","0"
"2000","Manitoba","2016A000246","Percentile 6 to 10 income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Aggregate taxes / transfers","Dollars","81","units","0","v121236499","10.3.1.1.2","1412400","","","","0"
"2001","Manitoba","2016A000246","Percentile 6 to 10 income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Aggregate taxes / transfers","Dollars","81","units","0","v121236499","10.3.1.1.2","1558600","","","","0"
"2002","Manitoba","2016A000246","Percentile 6 to 10 income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Aggregate taxes / transfers","Dollars","81","units","0","v121236499","10.3.1.1.2","1714000","","","","0"
"2003","Manitoba","2016A000246","Percentile 6 to 10 income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Aggregate taxes / transfers","Dollars","81","units","0","v121236499","10.3.1.1.2","1848900","","","","0"
"2004","Manitoba","2016A000246","Percentile 6 to 10 income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Aggregate taxes / transfers","Dollars","81","units","0","v121236499","10.3.1.1.2","1828500","","","","0"
"2005","Manitoba","2016A000246","Percentile 6 to 10 income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Aggregate taxes / transfers","Dollars","81","units","0","v121236499","10.3.1.1.2","2105600","","","","0"
"2006","Manitoba","2016A000246","Percentile 6 to 10 income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Aggregate taxes / transfers","Dollars","81","units","0","v121236499","10.3.1.1.2","2491200","","","","0"
"2007","Manitoba","2016A000246","Percentile 6 to 10 income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Aggregate taxes / transfers","Dollars","81","units","0","v121236499","10.3.1.1.2","3083000","","","","0"
"2008","Manitoba","2016A000246","Percentile 6 to 10 income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Aggregate taxes / transfers","Dollars","81","units","0","v121236499","10.3.1.1.2","3019900","","","","0"
"2009","Manitoba","2016A000246","Percentile 6 to 10 income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Aggregate taxes / transfers","Dollars","81","units","0","v121236499","10.3.1.1.2","2700000","","","","0"
"2010","Manitoba","2016A000246","Percentile 6 to 10 income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Aggregate taxes / transfers","Dollars","81","units","0","v121236499","10.3.1.1.2","2806900","","","","0"
"2011","Manitoba","2016A000246","Percentile 6 to 10 income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Aggregate taxes / transfers","Dollars","81","units","0","v121236499","10.3.1.1.2","3117100","","","","0"
